14	74058409	74062470	ACOT4
14	74083547	74086592	ACOT6
1	6324331	6453826	ACOT7
20	44470360	44486035	ACOT8
X	23721776	23761407	ACOT9
17	73937591	73975444	ACOX1
3	58490862	58522916	ACOX2
4	8368008	8442452	ACOX3
2	111490208	111851921	ACOXL
2	264871	278282	ACP1
11	47260852	47270363	ACP2
19	11685474	11689801	ACP5
1	147119167	147142634	ACP6
3	140950681	141013486	ACPL2
3	132036211	132077689	ACPP
19	51293671	51298481	ACPT
22	51176651	51183727	ACR
12	6747241	6756580	ACRBP
X	70798260	70833433	ACRC
11	125542228	125550942	ACRV1
15	78463186	78526899	ACSBG1
19	6135709	6193112	ACSBG2
17	48503518	48552200	ACSF2
16	89160253	89222169	ACSF3
4	185676748	185747215	ACSL1
2	223725731	223808119	ACSL3
X	108884563	108976621	ACSL4
10	114133915	114188138	ACSL5
5	131289151	131347349	ACSL6
16	20634558	20702578	ACSM1
16	20462858	20498991	ACSM2A
16	20548082	20587695	ACSM2B
16	20775311	20808479	ACSM3
12	7456927	7480969	ACSM4
16	20420855	20452281	ACSM5
20	24986872	25039616	ACSS1
20	33462744	33515762	ACSS2
12	81471808	81649582	ACSS3
1	229566992	229569843	ACTA1
10	90694830	90712511	ACTA2
7	5566778	5570232	ACTB
5	56775842	56778636	ACTBL2
15	35080296	35087927	ACTC1
17	79476998	79479827	ACTG1
2	74120092	74146780	ACTG2
3	179280707	179306193	ACTL6A
7	100240727	100254050	ACTL6B
9	111624602	111626035	ACTL7A
9	111616870	111618210	ACTL7B
1	18081843	18153558	ACTL8
14	69340839	69446083	ACTN1
1	236849769	236927558	ACTN2
11	66314390	66330797	ACTN3
19	39138326	39221170	ACTN4
14	58666832	58702353	ACTR10
10	104238985	104262462	ACTR1A
2	98272430	98280384	ACTR1B
2	65454901	65498387	ACTR2
2	114647536	114716167	ACTR3
7	152456850	152552463	ACTR3B
20	37377096	37401089	ACTR5
12	100594573	100618201	ACTR6
3	53901154	53916187	ACTR8
X	127184940	127186377	ACTRT1
1	2938045	2939467	ACTRT2
2	158592958	158732374	ACVR1
12	52345485	52390860	ACVR1B
2	158383278	158485399	ACVR1C
2	148602569	148688393	ACVR2A
3	38495789	38534633	ACVR2B
12	52301201	52317145	ACVRL1
3	52017562	52023218	ACY1
11	67410025	67418130	ACY3
14	75519927	75530736	ACYP1
2	54342409	54532435	ACYP2
20	43248162	43280376	ADA
4	123300167	123350939	ADAD1
16	84224743	84230772	ADAD2
15	43622924	43641610	ADAL
15	58888509	59042177	ADAM10
17	42836567	42859214	ADAM11
10	127703424	128077065	ADAM12
1	155023761	155035252	ADAM15
2	9629410	9695917	ADAM17
8	39442141	39587487	ADAM18
5	156904311	157002768	ADAM19
8	39601254	39695779	ADAM2
14	70989077	71001732	ADAM20
14	70924216	70926622	ADAM21
7	87563701	87826449	ADAM22
2	207308367	207482679	ADAM23
8	24151579	24212726	ADAM28
4	175839558	175899331	ADAM29
1	120436155	120439113	ADAM30
8	38965049	39142436	ADAM32
20	3648619	3662738	ADAM33
8	24298508	24366275	ADAM7
10	135075919	135090372	ADAM8
8	38854504	38962779	ADAM9
8	24241970	24263526	ADAMDEC1
21	28208605	28217728	ADAMTS1
19	8645125	8675588	ADAMTS10
5	33527286	33892124	ADAMTS12
9	136287119	136324508	ADAMTS13
10	72432558	72522195	ADAMTS14
11	130318868	130343716	ADAMTS15
5	5140442	5320412	ADAMTS16
15	100511642	100882183	ADAMTS17
16	77316024	77469011	ADAMTS18
5	128796102	129074376	ADAMTS19
5	178540849	178772329	ADAMTS2
12	43748011	43945724	ADAMTS20
4	73146686	73434516	ADAMTS3
1	161159537	161168845	ADAMTS4
21	28290240	28338832	ADAMTS5
5	64444562	64777704	ADAMTS6
15	79051544	79103773	ADAMTS7
11	130274817	130298539	ADAMTS8
3	64501330	64673365	ADAMTS9
9	18474103	18910947	ADAMTSL1
9	136399974	136440641	ADAMTSL2
15	84322837	84708593	ADAMTSL3
1	150521897	150533412	ADAMTSL4
19	1505022	1513019	ADAMTSL5
1	154554533	154600437	ADAR
21	46494514	46646474	ADARB1
10	1228072	1779718	ADARB2
16	75632997	75657154	ADAT1
6	143743968	143771841	ADAT2
19	1905416	1913446	ADAT3
1	33546713	33585995	ADC
14	78266473	78400294	ADCK1
7	140372952	140394908	ADCK2
19	41197433	41222600	ADCK4
8	145597730	145618453	ADCK5
7	45614124	45762714	ADCY1
5	7396342	7830194	ADCY2
2	25042037	25142055	ADCY3
14	24787569	24803864	ADCY4
3	123003398	123167392	ADCY5
12	49159974	49182820	ADCY6
16	50321822	50352043	ADCY7
8	131792546	132052835	ADCY8
16	4012651	4166186	ADCY9
18	904943	912173	ADCYAP1
7	31092141	31146311	ADCYAP1R1
4	2845583	2931789	ADD1
2	70889262	70995329	ADD2
10	111765725	111895323	ADD3
9	19115758	19127573	ADFP
4	100197523	100212142	ADH1A
4	100227526	100242572	ADH1B
4	100257648	100273917	ADH1C
4	100044832	100065449	ADH4
4	99992129	100009931	ADH5
4	100123794	100140403	ADH6
4	100333417	100356525	ADH7
8	67344717	67381044	ADHFE1
2	3501689	3523350	ADI1
20	37209837	37217104	ADIG
3	186560462	186576252	ADIPOQ
1	202909960	202927700	ADIPOR1
12	1800246	1897845	ADIPOR2
10	75910964	76469060	ADK
11	10326641	10328923	ADM
22	50920011	50924866	ADM2
20	49506882	49547527	ADNP
18	77866914	77898228	ADNP2
10	64564515	64568239	ADO
1	203096835	203136533	ADORA1
22	24823529	24838325	ADORA2A
17	15848230	15879210	ADORA2B
1	112025969	112106597	ADORA3
15	73043707	73076126	ADPGK
3	119298522	119308792	ADPRH
13	114076259	114107839	ADPRHL1
1	36554485	36559533	ADPRHL2
8	26605666	26722922	ADRA1A
5	159343739	159400017	ADRA1B
20	4201277	4229659	ADRA1D
10	112836920	112840570	ADRA2A
2	96778622	96781888	ADRA2B
4	3768295	3770253	ADRA2C
10	115803805	115806667	ADRB1
5	148206155	148208188	ADRB2
8	37820515	37824184	ADRB3
11	67033904	67054029	ADRBK1
22	25960860	26125258	ADRBK2
20	60878026	60883918	ADRM1
22	40742503	40762575	ADSL
1	244571795	244615413	ADSS
14	105190533	105213647	ADSSL1
7	44143959	44154159	AEBP1
12	19592607	19675173	AEBP2
15	89164526	89175512	AEN
19	3052907	3062964	AES
4	7760439	7941653	AFAP1
5	148651457	148721365	AFAP1L1
10	116054582	116164515	AFAP1L2
1	19592475	19600435	AFAR3
4	87928152	88062191	AFF1
X	147582138	148082193	AFF2
2	100163715	100759037	AFF3
5	132211070	132299354	AFF4
18	12329107	12377194	AFG3L2
4	74347461	74369718	AFM
17	76183436	76203782	AFMID
4	74301932	74321492	AFP
2	64751464	64820138	AFTPH
4	178351923	178363591	AGA
15	86685241	87572283	AGBL1
11	47681142	47736302	AGBL2
1	48998526	50489626	AGBL4
2	27274490	27293490	AGBL5
6	32148745	32152023	AGER
5	76326231	76361037	AGGF1
7	141251077	141354209	AGK
1	100315639	100389579	AGL
1	15899151	15911605	AGMAT
6	32135988	32145842	AGPAT1
9	139567594	139581911	AGPAT2
21	45285115	45407475	AGPAT3
6	161551056	161695107	AGPAT4
8	6565877	6619021	AGPAT5
8	41435718	41478814	AGPAT6
4	84457652	84527026	AGPAT9
2	178257470	178408564	AGPS
7	16831434	16844608	AGR2
7	16899029	16921613	AGR3
1	955502	991492	AGRN
16	67516473	67517716	AGRP
1	230838268	230850336	AGT
9	88161453	88356944	AGTPBP1
3	148415657	148460790	AGTR1
X	115301957	115306225	AGTR2
1	11796141	11810828	AGTRAP
2	241808161	241818536	AGXT
5	34998205	35047999	AGXT2
4	109663201	109684209	AGXT2L1
5	177635589	177659786	AGXT2L2
1	247002401	247081679	AHCTF1
20	32868075	32891123	AHCY
1	110527307	110566364	AHCYL1
7	128864863	129070052	AHCYL2
1	27860755	27930143	AHDC1
6	135605123	135818883	AHI1
11	62201015	62314332	AHNAK
14	105403590	105444694	AHNAK2
7	17338306	17385774	AHR
5	304290	438405	AHRR
14	77924401	77935815	AHSA1
2	61404820	61414058	AHSA2
3	186330849	186339108	AHSG
12	8754761	8765439	AICDA
1	222841354	222885864	AIDA
6	31583032	31584798	AIF1
X	129263337	129299808	AIFM1
10	71872029	71892690	AIFM2
22	21319433	21335649	AIFM3
6	143382022	143661441	AIG1
6	106959729	107018334	AIM1
1	26648349	26670443	AIM1L
1	159032274	159046647	AIM2
11	67250520	67258574	AIP
17	6327058	6338519	AIPL1
21	45705762	45718102	AIRE
1	4715104	4843851	AJAP1
9	130628758	130640022	AK1
1	33473585	33502492	AK2
9	4711157	4741227	AK3
1	65613231	65693175	AK3L1
1	77747741	78025654	AK5
14	96858447	96955112	AK7
17	55162552	55198710	AKAP1
17	19808749	19881129	AKAP10
13	42846288	42897402	AKAP11
6	151561508	151677909	AKAP12
15	85923870	86292586	AKAP13
X	119029935	119054679	AKAP14
9	112810975	112934791	AKAP2
12	4724675	4754343	AKAP3
X	49955410	49965664	AKAP4
14	64932216	64941221	AKAP5
14	32798522	33302267	AKAP6
6	131466460	131604673	AKAP7
19	15464334	15490603	AKAP8
19	15490858	15529833	AKAP8L
7	91570191	91739989	AKAP9
1	39456916	39470979	AKIRIN1
6	88384973	88411926	AKIRIN2
9	117096433	117156685	AKNA
1	46016497	46035721	AKR1A1
7	134127106	134143888	AKR1B1
7	134212398	134226160	AKR1B10
10	5005453	5020158	AKR1C1
10	5031964	5060207	AKR1C2
10	5136567	5149878	AKR1C3
10	5238797	5260912	AKR1C4
10	5203693	5227144	AKR1CL1
10	4868401	4890251	AKR1CL2
7	137761195	137803050	AKR1D1
1	19630461	19638640	AKR7A2
1	19609056	19615280	AKR7A3
14	105235686	105262080	AKT1
19	50372296	50380644	AKT1S1
19	40736223	40791265	AKT2
1	243651534	244006553	AKT3
16	53525191	53537170	AKTIP
9	116148591	116163618	ALAD
3	52232115	52248343	ALAS1
X	55035018	55057497	ALAS2
4	74270005	74286970	ALB
3	105085712	105295744	ALCAM
19	49956512	49973846	ALDH16A1
10	97365685	97416567	ALDH18A1
9	75515586	75567969	ALDH1A1
15	58245626	58357906	ALDH1A2
15	101420008	101456830	ALDH1A3
9	38392701	38398657	ALDH1B1
3	125822407	125899485	ALDH1L1
12	105418201	105478236	ALDH1L2
12	112204345	112247784	ALDH2
17	19641297	19651608	ALDH3A1
17	19552063	19580908	ALDH3A2
11	67777789	67796743	ALDH3B1
11	67429632	67448685	ALDH3B2
1	19197925	19229072	ALDH4A1
6	24495196	24537435	ALDH5A1
14	74526871	74551196	ALDH6A1
5	125878917	125931082	ALDH7A1
6	135238527	135271244	ALDH8A1
1	165631448	165667900	ALDH9A1
16	30064490	30081735	ALDOA
9	104183657	104198105	ALDOB
17	26900132	26903951	ALDOC
16	5121819	5135588	ALG1
12	34175215	34181236	ALG10
12	38710556	38723528	ALG10B
13	52586549	52603780	ALG11
22	50296852	50312106	ALG12
X	110924412	110932024	ALG13
1	95448296	95538483	ALG14
9	101978706	101984246	ALG2
3	183960116	183966746	ALG3
13	37523966	37573477	ALG5
1	63833297	63902878	ALG6
11	77811987	77850699	ALG8
11	111652918	111742305	ALG9
2	29415639	30144432	ALK
14	78138748	78174356	ALKBH1
12	109525995	109531245	ALKBH2
11	43902396	43941813	ALKBH3
7	102096689	102105288	ALKBH4
17	18086866	18113267	ALKBH5
19	36500021	36505141	ALKBH6
19	6372443	6375040	ALKBH7
11	107375333	107436427	ALKBH8
2	3705785	3750260	ALLC
2	73612885	73837046	ALMS1
17	6899383	6914055	ALOX12
17	7975953	7991021	ALOX12B
17	4534213	4544960	ALOX15
17	7942357	7952451	ALOX15B
10	45869628	45941563	ALOX5
13	31309668	31338556	ALOX5AP
17	7999217	8021860	ALOXE3
2	233320832	233324742	ALPI
4	113218498	113363764	ALPK1
18	56148481	56296189	ALPK2
15	85359910	85416708	ALPK3
1	21835857	21904905	ALPL
2	233243347	233247599	ALPP
2	233271551	233275425	ALPPL2
2	202565276	202645738	ALS2
3	46710678	46735171	ALS2CL
2	202352148	202483901	ALS2CR11
2	202153146	202222101	ALS2CR12
2	203500210	203634480	ALS2CR13
2	202316391	202345574	ALS2CR2
2	202484906	202508224	ALS2CR4
2	203776977	203851060	ALS2CR8
12	85674035	85695561	ALX1
1	110602996	110613322	ALX3
11	44286157	44331716	ALX4
17	33519538	33521377	AMAC1
8	11188494	11189695	AMAC1L2
17	7384720	7386383	AMAC1L3
5	33987899	34008206	AMACR
4	71458000	71473004	AMBN
9	116822407	116840752	AMBP
11	46417963	46612914	AMBRA1
6	111195986	111216913	AMD1
12	96337070	96362369	AMDHD1
16	2570426	2579732	AMDHD2
X	11311532	11318881	AMELX
Y	6733958	6742068	AMELY
16	56395363	56459444	AMFR
19	2249112	2252072	AMH
12	53817640	53825312	AMHR2
11	118064441	118095809	AMICA1
1	110049445	110052336	AMIGO1
12	47469489	47473648	AMIGO2
3	49754964	49757123	AMIGO3
X	109437413	109561380	AMMECR1
2	128619205	128642434	AMMECR1L
14	103388992	103397179	AMN
12	31824070	31882108	AMN1
X	112018104	112084043	AMOT
11	94501507	94609918	AMOTL1
3	134074189	134093406	AMOTL2
1	115215721	115238176	AMPD1
1	110162458	110174677	AMPD2
11	10472223	10529126	AMPD3
7	38423304	38671020	AMPH
3	49454210	49460012	AMT
4	71384297	71398459	AMTN
1	104198140	104207173	AMY1A-1
1	104230039	104239073	AMY1A-2
1	104292278	104301311	AMY1A-3
1	104198324	104207172	AMY1B-1
1	104230040	104238889	AMY1B-2
1	104292462	104301310	AMY1B-3
1	104198302	104207172	AMY1C-1
1	104230040	104238911	AMY1C-2
1	104292440	104301310	AMY1C-3
1	104159998	104168400	AMY2A
1	104097321	104122149	AMY2B
7	2719162	2755069	AMZ1
17	66244144	66253305	AMZ2
2	112526639	112641741	ANAPC1
4	145916309	146019368	ANAPC10
17	79849598	79858363	ANAPC11
3	134196549	134204829	ANAPC13
9	140069235	140083057	ANAPC2
4	25378847	25420120	ANAPC4
12	121746159	121790202	ANAPC5
12	110811948	110841432	ANAPC7
14	21152335	21162345	ANG
14	77253585	77279230	ANGEL1
1	213165523	213189168	ANGEL2
8	108261709	108510254	ANGPT1
8	6357172	6420784	ANGPT2
20	853296	896960	ANGPT4
1	178818669	178840215	ANGPTL1
9	129849627	129885044	ANGPTL2
1	63063186	63071180	ANGPTL3
19	8429010	8439257	ANGPTL4
11	101761404	101787253	ANGPTL5
19	10203012	10213425	ANGPTL6
1	11249397	11256038	ANGPTL7
8	41510743	41655140	ANK1
4	113739238	114304896	ANK2
10	61788158	62149488	ANK3
2	190541429	190611370	ANKAR
15	65204100	65251041	ANKDD1A
17	54230835	54560007	ANKFN1
17	4066664	4167274	ANKFY1
5	14704908	14871887	ANKH
5	139781428	139919441	ANKHD1
5	139781428	139929163	ANKHD1-EIF4EBP3
7	91875547	92030698	ANKIB1
11	113258512	113271140	ANKK1
19	17392453	17398454	ANKLE1
12	133302253	133338451	ANKLE2
2	241418838	241497405	ANKMY1
7	16639411	16685398	ANKMY2
5	72848162	72861498	ANKRA2
10	92671856	92681032	ANKRD1
13	111530886	111567416	ANKRD10
16	89334034	89556969	ANKRD11
18	9136757	9285206	ANKRD12
12	110437234	110477235	ANKRD13A
17	27920526	27941779	ANKRD13B
1	70724684	70820417	ANKRD13C
11	67056818	67069954	ANKRD13D
10	5903688	5931346	ANKRD16
4	73940501	74124502	ANKRD17
10	99332255	99343641	ANKRD2
9	67926760	67969840	ANKRD20A1
9	42368302	42411410	ANKRD20A2-1
9	43090424	43133544	ANKRD20A2-2
9	42368302	42411863	ANKRD20A3-1
9	43089971	43133544	ANKRD20A3-2
9	67926760	67970293	ANKRD20A3-3
9	69381980	69425109	ANKRD20A4
10	90579658	90611732	ANKRD22
2	97503650	97509758	ANKRD23
19	4183350	4224811	ANKRD24
10	27293044	27389427	ANKRD26
19	33087906	33166102	ANKRD27
3	15708743	15901053	ANKRD28
18	21179977	21242849	ANKRD29
10	37414784	37521495	ANKRD30A
5	93954390	94031573	ANKRD32
12	52281792	52285505	ANKRD33
1	145470507	145475647	ANKRD34A
5	79852573	79866098	ANKRD34B
1	145549208	145568526	ANKRD35
2	97779353	97784382	ANKRD36
2	98121260	98206329	ANKRD36B
4	186317839	186321390	ANKRD37
2	97513723	97523756	ANKRD39
17	48772682	48785263	ANKRD40
11	82905290	82960013	ANKRD42
5	132149032	132152489	ANKRD43
2	197859249	198062762	ANKRD44
1	173577474	173639001	ANKRD45
8	101532999	101572012	ANKRD46
11	94227152	94232744	ANKRD49
20	10015696	10037407	ANKRD5
4	125585465	125631932	ANKRD50
12	56631590	56652143	ANKRD52
2	71205574	71212629	ANKRD53
22	38226861	38240303	ANKRD54
5	55395506	55529186	ANKRD55
4	77816081	77819002	ANKRD56
2	110371910	110376564	ANKRD57
X	118892575	118894127	ANKRD58
6	90142896	90343403	ANKRD6
7	117864716	117882745	ANKRD7
14	102973197	102976128	ANKRD9
6	34857037	35059190	ANKS1A
12	99129070	100378432	ANKS1B
16	4746512	4784163	ANKS3
16	21245015	21263750	ANKS4B
9	101494290	101558794	ANKS6
2	220094478	220101391	ANKZF1
7	36429431	36493400	ANLN
15	69072204	69113223	ANP32A
9	100745488	100778224	ANP32B
4	165118158	165118863	ANP32C
12	48866447	48866843	ANP32D
1	150190854	150208460	ANP32E
15	90328125	90358072	ANPEP
2	69240488	69476302	ANTXR1
4	80826724	80994240	ANTXR2
10	46111038	46168251	ANUBL1
9	75766780	75785307	ANXA1
4	169013706	169108893	ANXA10
10	81914879	81965328	ANXA11
8	124693033	124749647	ANXA13
15	60639349	60690185	ANXA2
4	79472741	79531605	ANXA3
2	69969126	70053596	ANXA4
4	122589151	122618147	ANXA5
5	150480267	150537367	ANXA6
10	75135188	75173841	ANXA7
10	47157983	47174122	ANXA8-1
10	48255224	48271368	ANXA8-2
10	47157988	47174040	ANXA8L1-1
10	48255306	48271363	ANXA8L1-2
10	47746919	47763040	ANXA8L2
1	150954498	150968114	ANXA9
7	36552607	36764153	AOAH
17	40996608	41002725	AOC2
17	41003200	41010140	AOC3
6	18155618	18224084	AOF1
1	23345945	23410184	AOF2
2	201450730	201536217	AOX1
22	29723668	29784569	AP1B1
16	71762904	71842976	AP1G1
14	24028775	24037279	AP1G2
17	35877932	35969446	AP1GBP1
19	16308730	16346151	AP1M1
19	10683346	10697991	AP1M2
7	100797685	100804557	AP1S1
X	15843928	15873100	AP1S2
2	224620046	224702319	AP1S3
19	50270179	50310369	AP2A1
11	925840	1012240	AP2A2
17	33914281	34053436	AP2B1
3	183892633	183901879	AP2M1
19	47341422	47354203	AP2S1
5	77298149	77590528	AP3B1
15	83328032	83378635	AP3B2
19	2100992	2151556	AP3D1
10	75880014	75910826	AP3M1
8	42010603	42028701	AP3M2
5	115177618	115249778	AP3S1
15	90373830	90437617	AP3S2
1	114437676	114447741	AP4B1
15	51200945	51298097	AP4E1
7	99699129	99704803	AP4M1
14	31494682	31562638	AP4S1
12	99039077	99129211	APAF1
9	72045201	72287222	APBA1
15	29213852	29410515	APBA2
19	3750770	3761673	APBA3
11	6416354	6440644	APBB1
10	26727265	26856732	APBB1IP
4	40816238	41216488	APBB2
5	139937852	139944189	APBB3
5	112043217	112181936	APC
19	1450147	1473243	APC2
18	10454624	10488698	APCDD1
20	57034425	57089949	APCDD1L
1	159557615	159558661	APCS
3	49711434	49720934	APEH
14	20923289	20925926	APEX1
X	55026779	55034212	APEX2
1	150237798	150241532	APH1A
15	63569790	63598113	APH1B
11	43333532	43366079	API5
11	34903842	34937939	APIP
1	10490158	10512210	APITD1
X	128779324	128788914	APLN
11	57001066	57004913	APLNR
19	36359400	36370699	APLP1
11	129939800	130014700	APLP2
11	116706468	116708338	APOA1
1	156561557	156564091	APOA1BP
1	161192082	161193418	APOA2
11	116691417	116694011	APOA4
11	116660085	116662584	APOA5
2	21224300	21266945	APOB
16	28505992	28510282	APOB48R
12	7801995	7818502	APOBEC1
6	41021012	41032255	APOBEC2
22	39353622	39359188	APOBEC3A
22	39378404	39388783	APOBEC3B
22	39410264	39414825	APOBEC3C
22	39417117	39429256	APOBEC3D
22	39436672	39451975	APOBEC3F
22	39473135	39483748	APOBEC3G
22	39493289	39500000	APOBEC3H
1	183615410	183622448	APOBEC4
19	45417920	45422606	APOC1
19	45449242	45452818	APOC2
11	116700623	116703787	APOC3
19	45445494	45448751	APOC4
3	195295575	195310989	APOD
19	45409038	45412650	APOE
12	56754354	56756583	APOF
17	64208146	64225556	APOH
22	36649123	36663577	APOL1
22	36622254	36636000	APOL2
22	36536376	36562225	APOL3
22	36585175	36600879	APOL4
22	36113918	36125529	APOL5
22	36044423	36064456	APOL6
12	12938540	12944399	APOLD1
6	31623670	31625987	APOM
X	23851476	23926034	APOO
X	84258904	84344974	APOOL
21	27252860	27543132	APP
17	58520519	58603580	APPBP2
3	57261764	57307498	APPL1
12	105567074	105630008	APPL2
16	88875876	88878342	APRT
9	32972607	33001626	APTX
7	30951467	30965131	AQP1
1	154293591	154297801	AQP10
11	77300679	77320693	AQP11
2	241631261	241637900	AQP12A
2	241615834	241622317	AQP12B
12	50344528	50352664	AQP2
9	33441159	33447590	AQP3
18	24432006	24445716	AQP4
12	50355278	50359461	AQP5
12	50366619	50370922	AQP6
9	33384947	33402517	AQP7
16	25228284	25240253	AQP8
15	58430407	58478110	AQP9
15	35148551	35261995	AQR
X	66763873	66944119	AR
X	47420577	47431320	ARAF
8	143692409	143695833	ARC
11	118443110	118473645	ARCN1
X	153195376	153200468	ARD1A
4	80238271	80247171	ARD1B
4	75310852	75320726	AREG-1
4	75480628	75490485	AREG-2
1	228270360	228286913	ARF1
12	49329991	49351252	ARF3
3	57557089	57583215	ARF4
7	127228516	127231752	ARF5
14	50359735	50363772	ARF6
20	61904164	61921142	ARFGAP1
11	47185851	47198419	ARFGAP2
22	43192531	43253300	ARFGAP3
8	68109896	68255912	ARFGEF1
20	47538274	47653230	ARFGEF2
4	153701111	153833063	ARFIP1
11	6496925	6502595	ARFIP2
20	62330808	62339365	ARFRP1
6	131894364	131905468	ARG1
14	68086578	68118436	ARG2
3	121286777	121309469	ARGFX
13	107195661	107220514	ARGLU1
11	46698631	46722120	ARHGAP1
4	148653452	148993927	ARHGAP10
15	32907690	32931868	ARHGAP11A
15	30918878	30931013	ARHGAP11B
10	32095224	32217770	ARHGAP12
2	143886898	144525921	ARHGAP15
16	24930711	25026675	ARHGAP17
6	129898239	130031370	ARHGAP18
10	98981929	99052413	ARHGAP19
11	110447765	110583451	ARHGAP20
10	24872542	25012544	ARHGAP21
10	49654078	49813138	ARHGAP22
4	86396283	86923823	ARHGAP24
2	68961967	69053957	ARHGAP25
5	142150291	142608572	ARHGAP26
17	43471274	43502997	ARHGAP27
18	6834483	6915712	ARHGAP28
1	94634462	94703307	ARHGAP29
1	161016731	161039760	ARHGAP30
X	153172830	153191698	ARHGAP4
